pc1,pc2,family_label,image_path
0.22322231531143188,-0.042001329362392426,0,"/nfs/roberts/project/pi_lsc4/shared/seedlearn/data/raw/2026-01-29/sorted_12K/training/by_family/Acanthaceae/by_genus/Aphelandra/by_species/scabra/SRAPHEDE2/Acanthaceae_Aphelandra_scabra_SRAPHEDE2_001.jpg"
0.17004632949829102,-0.12024174630641937,0,"/nfs/roberts/project/pi_lsc4/shared/seedlearn/data/raw/2026-01-29/sorted_12K/training/by_family/Acanthaceae/by_genus/Aphelandra/by_species/scabra/SRAPHEDE2/Acanthaceae_Aphelandra_scabra_SRAPHEDE2_002.jpg"
0.19730548560619354,-0.05512753874063492,0,"/nfs/roberts/project/pi_lsc4/shared/seedlearn/data/raw/2026-01-29/sorted_12K/training/by_family/Acanthaceae/by_genus/Aphelandra/by_species/scabra/SRAPHEDE2/Acanthaceae_Aphelandra_scabra_SRAPHEDE2_003.jpg"
0.2618560492992401,-0.06246145814657211,0,"/nfs/roberts/project/pi_lsc4/shared/seedlearn/data/raw/2026-01-29/sorted_12K/training/by_family/Acanthaceae/by_genus/Aphelandra/by_species/scabra/SRAPHEDE2/Acanthaceae_Aphelandra_scabra_SRAPHEDE2_004.jpg"
0.29393336176872253,-0.07686814665794373,0,"/nfs/roberts/project/pi_lsc4/shared/seedlearn/data/raw/2026-01-29/sorted_12K/training/by_family/Acanthaceae/by_genus/Aphelandra/by_species/scabra/SRAPHEDE2/Acanthaceae_Aphelandra_scabra_SRAPHEDE2_005.jpg"
0.24556396901607513,0.0015724655240774155,0,"/nfs/roberts/project/pi_lsc4/shared/seedlearn/data/raw/2026-01-29/sorted_12K/training/by_family/Acanthaceae/by_genus/Aphelandra/by_species/scabra/SRAPHEDE3/Acanthaceae_Aphelandra_scabra_SRAPHEDE3_001.jpg"
0.2708469331264496,0.08354631066322327,0,"/nfs/roberts/project/pi_lsc4/shared/seedlearn/data/raw/2026-01-29/sorted_12K/training/by_family/Acanthaceae/by_genus/Aphelandra/by_species/scabra/SRAPHEDE3/Acanthaceae_Aphelandra_scabra_SRAPHEDE3_002.jpg"
0.22174915671348572,-0.005479934625327587,0,"/nfs/roberts/project/pi_lsc4/shared/seedlearn/data/raw/2026-01-29/sorted_12K/training/by_family/Acanthaceae/by_genus/Aphelandra/by_species/scabra/SRAPHEDE3/Acanthaceae_Aphelandra_scabra_SRAPHEDE3_003.jpg"
0.16487309336662292,0.06432096660137177,0,"/nfs/roberts/project/pi_lsc4/shared/seedlearn/data/raw/2026-01-29/sorted_12K/training/by_family/Acanthaceae/by_genus/Aphelandra/by_species/scabra/SRAPHEDE3/Acanthaceae_Aphelandra_scabra_SRAPHEDE3_004.jpg"
0.1810978204011917,0.01952560991048813,0,"/nfs/roberts/project/pi_lsc4/shared/seedlearn/data/raw/2026-01-29/sorted_12K/training/by_family/Acanthaceae/by_genus/Aphelandra/by_species/scabra/SRAPHEDE3/Acanthaceae_Aphelandra_scabra_SRAPHEDE3_005.jpg"
0.24668005108833313,0.02937275916337967,0,"/nfs/roberts/project/pi_lsc4/shared/seedlearn/data/raw/2026-01-29/sorted_12K/training/by_family/Acanthaceae/by_genus/Aphelandra/by_species/scabra/SRAPHEDE4/Acanthaceae_Aphelandra_scabra_SRAPHEDE4_001.jpg"
0.22581247985363007,0.02255529910326004,0,"/nfs/roberts/project/pi_lsc4/shared/seedlearn/data/raw/2026-01-29/sorted_12K/training/by_family/Acanthaceae/by_genus/Aphelandra/by_species/scabra/SRAPHEDE4/Acanthaceae_Aphelandra_scabra_SRAPHEDE4_002.jpg"
0.28961148858070374,-0.02783714048564434,0,"/nfs/roberts/project/pi_lsc4/shared/seedlearn/data/raw/2026-01-29/sorted_12K/training/by_family/Acanthaceae/by_genus/Aphelandra/by_species/scabra/SRAPHEDE4/Acanthaceae_Aphelandra_scabra_SRAPHEDE4_003.jpg"
0.296777606010437,-0.01218945998698473,0,"/nfs/roberts/project/pi_lsc4/shared/seedlearn/data/raw/2026-01-29/sorted_12K/training/by_family/Acanthaceae/by_genus/Aphelandra/by_species/scabra/SRAPHEDE4/Acanthaceae_Aphelandra_scabra_SRAPHEDE4_004.jpg"
0.2507213354110718,-0.05743261054158211,0,"/nfs/roberts/project/pi_lsc4/shared/seedlearn/data/raw/2026-01-29/sorted_12K/training/by_family/Acanthaceae/by_genus/Aphelandra/by_species/scabra/SRAPHEDE4/Acanthaceae_Aphelandra_scabra_SRAPHEDE4_005.jpg"
0.19334883987903595,-0.02915475144982338,0,"/nfs/roberts/project/pi_lsc4/shared/seedlearn/data/raw/2026-01-29/sorted_12K/training/by_family/Acanthaceae/by_genus/Aphelandra/by_species/scabra/SRAPHEDE5/Acanthaceae_Aphelandra_scabra_SRAPHEDE5_001.jpg"
0.17708352208137512,0.09310903400182724,0,"/nfs/roberts/project/pi_lsc4/shared/seedlearn/data/raw/2026-01-29/sorted_12K/training/by_family/Acanthaceae/by_genus/Aphelandra/by_species/scabra/SRAPHEDE5/Acanthaceae_Aphelandra_scabra_SRAPHEDE5_002.jpg"
0.18709759414196014,0.13431084156036377,0,"/nfs/roberts/project/pi_lsc4/shared/seedlearn/data/raw/2026-01-29/sorted_12K/training/by_family/Acanthaceae/by_genus/Aphelandra/by_species/scabra/SRAPHEDE5/Acanthaceae_Aphelandra_scabra_SRAPHEDE5_003.jpg"
0.2438974380493164,0.10579095780849457,0,"/nfs/roberts/project/pi_lsc4/shared/seedlearn/data/raw/2026-01-29/sorted_12K/training/by_family/Acanthaceae/by_genus/Aphelandra/by_species/scabra/SRAPHEDE5/Acanthaceae_Aphelandra_scabra_SRAPHEDE5_004.jpg"
0.16667503118515015,0.01905888505280018,0,"/nfs/roberts/project/pi_lsc4/shared/seedlearn/data/raw/2026-01-29/sorted_12K/training/by_family/Acanthaceae/by_genus/Aphelandra/by_species/scabra/SRAPHEDE5/Acanthaceae_Aphelandra_scabra_SRAPHEDE5_005.jpg"
0.19420382380485535,0.013202155940234661,0,"/nfs/roberts/project/pi_lsc4/shared/seedlearn/data/raw/2026-01-29/sorted_12K/training/by_family/Acanthaceae/by_genus/Aphelandra/by_species/scabra/SRAPHEDE7/Acanthaceae_Aphelandra_scabra_SRAPHEDE7_001.jpg"
